track_name,lyrics,artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
The Story Of Us,i used to think one day we d tell the story of us how we met and the sparks flew instantly and people would say they re the lucky ones i used to know my place was the spot next to you now i m searching the room for an empty seat cause lately i don t even know what page you re on oh a simple complication miscommunications lead to fallout so many things that i wish you knew so many walls up i can t break through now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now next chapter how d we end up this way see me nervously pulling at my clothes and trying to look busy and you re doing your best to avoid me i m starting to think one day i ll tell the story of us how i was losing my mind when i saw you here but you held your pride like you should ve held me oh i m scared to see the ending why are we pretending this is nothing i d tell you i miss you but i don t know how i ve never heard silence quite this loud now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now this is looking like a contest of who can act like they care less but i liked it better when you were on my side the battle s in your hands now but i would lay my armor down if you said you d rather love than fight so many things that you wish i knew but the story of us might be ending soon now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate when it all broke down the story of us looks a lot like a tragedy now now now and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since the twist of fate cause we re goin down and the story of us looks a lot like a tragedy now the end,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5EpMjweRD573ASl7uNiHym,album,,2010-10-25,2010,day,0.543,0.818,4,-3.611,1,0.0398,0.00478,3.68e-4,0.0357,0.683,139.898,19tHCfzUSoy5HkpxcmbA0A,https://api.spotify.com/v1/audio-analysis/19tHCfzUSoy5HkpxcmbA0A,4,,,1,265666,FALSE,https://api.spotify.com/v1/tracks/19tHCfzUSoy5HkpxcmbA0A,FALSE,NA,7,track,spotify:track:19tHCfzUSoy5HkpxcmbA0A,https://open.spotify.com/track/19tHCfzUSoy5HkpxcmbA0A,Speak Now (Deluxe Edition),E,major,E major
The Way I Loved You,he is sensible and so incredible and all my single friends are jealous he says everything i need to hear and it s like i couldn t ask for anything better he opens up my door and i get into his car and he says you look beautiful tonight and i feel perfectly fine but i miss screaming and fighting and kissing in the rain and it s 2am and i m cursing your name you re so in love that you act insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you he respects my space and never makes me wait and he calls exactly when he says he will he s close to my mother talks business with my father he s charming and endearing and i m comfortable but i miss screaming and fighting and kissing in the rain it s 2am and i m cursing your name you re so in love that you acted insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you he can t see the smile i m faking and my heart s not breaking cause i m not feeling anything at all and you were wild and crazy just so frustrating intoxicating complicated got away by some mistake and now i miss screaming and fighting and kissing in the rain it s 2am and i m cursing your name i m so in love that i acted insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you oh oh and that s the way i loved you oh oh never knew i could feel that much and that s the way i loved you,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.436,0.712,5,-3.689,1,0.0329,0.0322,0,0.111,0.379,160.886,4pEZUytwBzha5Un6m3SCFf,https://api.spotify.com/v1/audio-analysis/4pEZUytwBzha5Un6m3SCFf,4,,,1,244240,FALSE,https://api.spotify.com/v1/tracks/4pEZUytwBzha5Un6m3SCFf,FALSE,NA,16,track,spotify:track:4pEZUytwBzha5Un6m3SCFf,https://open.spotify.com/track/4pEZUytwBzha5Un6m3SCFf,Fearless (Platinum Edition),F,major,F major
This Love,clear blue water high tide came and brought you in and i could go on and on on and on and i will skies grew darker currents swept you out again and you were just gone and gone gone and gone in silent screams and wildest dreams i never dreamed of this this love is good this love is bad this love is alive back from the dead oh oh oh these hands had to let it go free and this love came back to me oh oh oh oh oh oh oh oh tossing turning struggled through the night with someone new baby i could go on and on on and on lantern burning flickered in my mind only you but you were still gone gone gone been losing grip on sinking ships you showed up just in time this love is good this love is bad this love is alive back from the dead oh oh oh these hands had to let it go free and this love came back to me oh oh oh this love left a permanent mark this love is glowing in the dark oh oh oh these hands had to let it go free and this love came back to me oh oh oh this love this love this love this love oh oh oh this love this love this love this love oh oh oh this love this love this love this love oh oh oh this love this love this love this love your kiss my cheek i watched you leave your smile my ghost i fell to my knees when you re young you just run but you come back to what you need this love is good this love is bad this love is alive back from the dead oh oh oh these hands had to let it go free and this love came back to me oh oh oh this love this love left a permanent mark this love this love is glowing in the dark oh oh oh this love these hands had to let it go free and this love this love came back to me oh oh oh this love this love this love this love oh oh oh this love this love this love this love oh oh oh this love this love this love this love this love this love came back to me oh oh oh,Taylor Swift,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,album,,2014-10-27,2014,day,0.481,0.435,4,-8.795,1,0.0321,0.678,0,0.0928,0.107,143.95,1kTPQnabROVkW9bUXdCGrB,https://api.spotify.com/v1/audio-analysis/1kTPQnabROVkW9bUXdCGrB,4,,,1,250093,FALSE,https://api.spotify.com/v1/tracks/1kTPQnabROVkW9bUXdCGrB,FALSE,NA,11,track,spotify:track:1kTPQnabROVkW9bUXdCGrB,https://open.spotify.com/track/1kTPQnabROVkW9bUXdCGrB,1989 (Deluxe Edition),E,major,E major
Tied Together with a Smile,seems the only one who doesn t see your beauty is the face in the mirror looking back at you you walk around here thinking you re not pretty but that s not true cause i know you hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone oh i guess it s true that love was all you wanted cause you re giving it away like it s extra change hoping it will end up in his pocket pocket but he leaves you out like a penny in the rain oh cause it s not his price to pay it s not his price to pay hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone oh oh oh hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone oh you re tied together with a smile but you re coming undone oh oh oh goodbye baby with a smile baby baby oh,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5eyZZoQEFQWRHkV2xgAeBw,album,,2006-10-24,2006,day,0.479,0.578,2,-4.963,1,0.0294,0.525,0,0.0841,0.192,146.165,2zzxwmoOBnXDT0KnJsoIWk,https://api.spotify.com/v1/audio-analysis/2zzxwmoOBnXDT0KnJsoIWk,4,,,1,248106,FALSE,https://api.spotify.com/v1/tracks/2zzxwmoOBnXDT0KnJsoIWk,FALSE,NA,7,track,spotify:track:2zzxwmoOBnXDT0KnJsoIWk,https://open.spotify.com/track/2zzxwmoOBnXDT0KnJsoIWk,Taylor Swift,D,major,D major
Tim McGraw,he said the way my blue eyes shined put those georgia stars to shame that night i said that s a lie just a boy in a chevy truck that had a tendency of gettin stuck on backroads at night and i was right there beside him all summer long and then the time we woke up to find that summer gone but when you think tim mc graw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me september saw a month of tears and thankin god that you weren t here to see me like that but in a box beneath my bed is a letter that you never read from three summers back it s hard not to find it all a little bittersweet and lookin back on all of that it s nice to believe when you think tim mc graw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me and i m back for the first time since then i m standin on your street and there s a letter left on your doorstep and the first thing that you ll read is when you think tim mc graw i hope you think my favorite song someday you ll turn your radio on i hope it takes you back to that place when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me oh think of me mmm he said the way my blue eyes shined put those georgia stars to shame that night i said that s a lie ,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5eyZZoQEFQWRHkV2xgAeBw,album,,2006-10-24,2006,day,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,2Fn01AIMyHbha2ceNQeOqw,https://api.spotify.com/v1/audio-analysis/2Fn01AIMyHbha2ceNQeOqw,4,,,1,232106,FALSE,https://api.spotify.com/v1/tracks/2Fn01AIMyHbha2ceNQeOqw,FALSE,NA,1,track,spotify:track:2Fn01AIMyHbha2ceNQeOqw,https://open.spotify.com/track/2Fn01AIMyHbha2ceNQeOqw,Taylor Swift,C,major,C major
Treacherous,put your lips close to mine as long as they don t touch out of focus eye to eye til the gravity s too much and i ll do anything you say if you say it with your hands and i d be smart to walk away but you re quicksand this slope is treacherous this path is reckless this slope is treacherous and i i i like it i can t decide if it s a choice getting swept away i hear the sound of my own voice asking you to stay and all we are is skin and bone trained to get along forever going with the flow but you re friction this slope is treacherous this path is reckless this slope is treacherous i i i like it two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home i ll follow you follow you home this hope is treacherous this daydream is dangerous this hope is treacherous i i i i i i i i i two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home i ll follow you follow you home i ll follow you follow you home i ll follow you follow you home this slope is treacherous i i i like it,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1KlU96Hw9nlvqpBPlSqcTV,album,,2012-10-22,2012,day,0.705,0.621,2,-8.086,1,0.0334,0.101,4.3e-6,0.147,0.395,109.993,0XfOV7qY3834QpFVwOb6CC,https://api.spotify.com/v1/audio-analysis/0XfOV7qY3834QpFVwOb6CC,4,,,1,240773,FALSE,https://api.spotify.com/v1/tracks/0XfOV7qY3834QpFVwOb6CC,FALSE,NA,3,track,spotify:track:0XfOV7qY3834QpFVwOb6CC,https://open.spotify.com/track/0XfOV7qY3834QpFVwOb6CC,Red (Deluxe Edition),D,major,D major
Untouchable,untouchable like a distant diamond sky i m reaching out and i just can t tell you why i m caught up in you i m caught up in you untouchable burning brighter than the sun and when you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on little taste of heaven it s half full and i won t wait here all day i know you re saying that you d be here anyway but you re untouchable burning brighter than the sun and now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven i m caught up in you oh oh oh oh oh but you re untouchable burning brighter than the sun now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh oh oh in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on come on in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven oh oh oh oh oh oh and in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on oh come on come on come on come on oh oh oh oh like a million little stars spelling out your name they re spelling out your name oh,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.419,0.454,5,-6.809,1,0.0335,0.0583,3.78e-6,0.0974,0.288,200.017,6ovFJkdau79DuXEvQjPaNH,https://api.spotify.com/v1/audio-analysis/6ovFJkdau79DuXEvQjPaNH,4,,,1,311040,FALSE,https://api.spotify.com/v1/tracks/6ovFJkdau79DuXEvQjPaNH,FALSE,NA,2,track,spotify:track:6ovFJkdau79DuXEvQjPaNH,https://open.spotify.com/track/6ovFJkdau79DuXEvQjPaNH,Fearless (Platinum Edition),F,major,F major
Vigilante Shit,draw the cat eye sharp enough to kill a man you did some bad things but i m the worst of them sometimes i wonder which one ll be your last lie they say looks can kill and i might try i don t dress for women i don t dress for men lately i ve been dressin for revenge i don t start shit but i can tell you how it ends don t get sad get even so on the weekends i don t dress for friends lately i ve been dressin for revenge she needed cold hard proof so i gave her some she had the envelope where you think she got it from now she gets the house gets the kids gets the pride picture me thick as thieves with your ex wife and she looks so pretty drivin in your benz lately she s been dressin for revenge she don t start shit but she can tell you how it ends don t get sad get even so on the weekends she don t dress for friends lately she s been dressing for revenge ladies always rise above ladies know what people want someone sweet and kind and fun the lady simply had enough while he was doin lines and crossin all of mine someone told his white collar crimes to the fbi and i don t dress for villains or for innocents i m on my vigilante shit again i don t start shit but i can tell you how it ends don t get sad get even so on the weekends i don t dress for friends lately i ve been dressin for revenge,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.87,0.279,4,-11.134,0,0.364,0.16,1.74e-5,0.121,0.16,79.996,5yeuXkukVGuix3vmLu2BPJ,https://api.spotify.com/v1/audio-analysis/5yeuXkukVGuix3vmLu2BPJ,4,,,1,164801,TRUE,https://api.spotify.com/v1/tracks/5yeuXkukVGuix3vmLu2BPJ,FALSE,NA,8,track,spotify:track:5yeuXkukVGuix3vmLu2BPJ,https://open.spotify.com/track/5yeuXkukVGuix3vmLu2BPJ,Midnights (3am Edition),E,minor,E minor
We Are Never Ever Getting Back Together,i remember when we broke up the first time saying this is it i ve had enough cause like we hadn t seen each other in a month when you said you needed space what then you come around again and say baby i miss you and i swear i m gonna change trust me remember how that lasted for a day i say i hate you we break up you call me i love you ooh ooh ooh ooh ooh we called it off again last night but ooh ooh ooh ooh ooh this time i m telling you i m telling you we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together like ever i m really gonna miss you picking fights and me falling for it screaming that i m right and you would hide away and find your peace of mind with some indie record that s much cooler than mine ooh ooh ooh ooh ooh you called me up again tonight but ooh ooh ooh ooh ooh this time i m telling you i m telling you we we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together ooh ooh ooh ooh ooh yeah ooh ooh ooh ooh ooh ooh yeah ooh ooh ooh ooh ooh yeah oh oh oh i used to think that we were forever ever and i used to say never say never ugh so he calls me up and he s like i still love you and i m like i just i mean this is exhausting you know like we are never getting back together like ever no we are never ever ever getting back together we are never ever ever ooh getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together we ooh ooh ooh ooh ooh ooh ooh ooh no getting back together we ooh ooh ooh ooh ooh oh oh getting back together yeah you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1KlU96Hw9nlvqpBPlSqcTV,album,,2012-10-22,2012,day,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-5,0.102,0.75,85.984,1OYARuagDrpgNNQ4loO1Cs,https://api.spotify.com/v1/audio-analysis/1OYARuagDrpgNNQ4loO1Cs,4,,,1,191880,FALSE,https://api.spotify.com/v1/tracks/1OYARuagDrpgNNQ4loO1Cs,FALSE,NA,8,track,spotify:track:1OYARuagDrpgNNQ4loO1Cs,https://open.spotify.com/track/1OYARuagDrpgNNQ4loO1Cs,Red (Deluxe Edition),G,major,G major
White Horse,say you re sorry that face of an angel comes out just when you need it to as i paced back and forth all this time cause i honestly believed in you holdin on the days drag on stupid girl i shoulda known i shoulda known that i m not a princess this ain t a fairytale i m not the one you ll sweep off her feet lead her up the stairwell this ain t hollywood this is a small town i was a dreamer before you went and let me down now it s too late for you and your white horse to come around maybe i was naive got lost in your eyes and never really had a chance my mistake i didn t know to be in love you had to fight to have the upper hand i had so many dreams about you and me happy endings now i know that i m not a princess this ain t a fairytale i m not the one you ll sweep off her feet lead her up the stairwell this ain t hollywood this is a small town i was a dreamer before you went and let me down now it s too late for you and your white horse to come around and there you are on your knees beggin for forgiveness beggin for me just like i always wanted but i m so sorry cause i m not your princess this ain t our fairytale i m gonna find someone someday who might actually treat me well this is a big world that was a small town there in my rear view mirror disappearing now and it s too late for you and your white horse now it s too late for you and your white horse to catch me now oh whoa whoa whoa try and catch me now oh it s too late to catch me now,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.585,0.346,0,-8.014,1,0.0256,0.302,0,0.102,0.195,92.564,5yKB8qcTSflDercM2PXwot,https://api.spotify.com/v1/audio-analysis/5yKB8qcTSflDercM2PXwot,4,,,1,234440,FALSE,https://api.spotify.com/v1/tracks/5yKB8qcTSflDercM2PXwot,FALSE,NA,11,track,spotify:track:5yKB8qcTSflDercM2PXwot,https://open.spotify.com/track/5yKB8qcTSflDercM2PXwot,Fearless (Platinum Edition),C,major,C major
Wildest Dreams,he said let s get out of this town drive out of the city away from the crowds i thought heaven can t help me now nothing lasts forever but this is gonna take me down he s so tall and handsome as hell he s so bad but he does it so well i can see the end as it begins my one condition is say you ll remember me standin in a nice dress starin at the sunset babe red lips and rosy cheeks say you ll see me again even if it s just in your wildest dreams ah ha wildest dreams ah ha i said no one has to know what we do his hands are in my hair his clothes are in my room and his voice is a familiar sound nothin lasts forever but this is gettin good now he s so tall and handsome as hell he s so bad but he does it so well and when we ve had our very last kiss my last request is say you ll remember me standin in a nice dress starin at the sunset babe red lips and rosy cheeks say you ll see me again even if it s just in your wildest dreams ah ha wildest dreams ah ha you ll see me in hindsight tangled up with you all night burnin it down someday when you leave me i bet these memories follow you around you ll see me in hindsight tangled up with you all night burnin burnin it it down down someday when you leave me i bet these memories follow follow you you around follow you around say you ll remember me standing in a nice dress starin at the sunset babe red lips and rosy cheeks say you ll see me again even if it s just pretend say you ll remember me standin in a nice dress starin at the sunset babe red lips and rosy cheeks say you ll see me again even if it s just in your just pretend just pretend wildest dreams ah ha ah in your wildest dreams ah ha even if it s just in your in your wildest dreams ah ha in your wildest dreams ah ha,Taylor Swift,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,album,,2014-10-27,2014,day,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,106R7Z57WYzBAfrXImV30y,https://api.spotify.com/v1/audio-analysis/106R7Z57WYzBAfrXImV30y,4,,,1,220440,FALSE,https://api.spotify.com/v1/tracks/106R7Z57WYzBAfrXImV30y,FALSE,NA,9,track,spotify:track:106R7Z57WYzBAfrXImV30y,https://open.spotify.com/track/106R7Z57WYzBAfrXImV30y,1989 (Deluxe Edition),G#,major,G# major
Wonderland,flashing lights and we took a wrong turn and we fell down a rabbit hole you held on tight to me cause nothing s as it seems and spinning out of control didn t they tell us don t rush into things didn t you flash your green eyes at me haven t you heard what becomes of curious minds ooh didn t it all seem new and exciting i felt your arms twistin around me i should have slept with one eye open at night we found wonderland you and i got lost in it and we pretended it could last forever eh eh we found wonderland you and i got lost in it and life was never worse but never better eh eh eh eh eh eh eh eh in wonderland eh eh eh eh eh eh in wonderland eh eh eh eh eh eh in wonderland eh eh eh eh eh eh in wonderland so we went on our way too in love to think straight all alone or so it seemed but there were strangers watchin and whispers turned to talkin and talking turned to screams oh didn t they tell us don t rush into things didn t you flash your green eyes at me didn t you calm my fears with a cheshire cat smile ooh didn t it all seem new and exciting i felt your arms twistin around me it s all fun and games til somebody loses their mind but darling we found wonderland you and i got lost in it and we pretended it could last forever eh eh we found wonderland you and i got lost in it and life was never worse but never better eh eh eh eh eh eh eh eh in wonderland eh eh eh eh eh eh eh eh in wonderland eh eh eh eh eh eh in wonderland eh eh eh eh eh eh woah in wonderland i reached for you but you were gone i knew i had to go back home you searched the world for somethin else to make you feel like what we had and in the end in wonderland we both went mad oh we found wonderland you and i got lost in it and we pretended it could last forever last forever eh eh we found wonderland you and i got lost in it got lost in it and life was never worse but never better never better eh eh eh eh eh eh eh we found wonderland you and i got lost in it eh eh eh eh eh and we pretended it could last forever in wonderland eh eh eh eh eh we found wonderland you and i got lost in it lost in it eh eh eh eh eh and life was never worse but never better in wonderland,Taylor Swift,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,album,,2014-10-27,2014,day,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-5,0.177,0.197,184.014,6iWMI5oOhWrDbLbjmwTWFq,https://api.spotify.com/v1/audio-analysis/6iWMI5oOhWrDbLbjmwTWFq,4,,,1,245560,FALSE,https://api.spotify.com/v1/tracks/6iWMI5oOhWrDbLbjmwTWFq,FALSE,NA,14,track,spotify:track:6iWMI5oOhWrDbLbjmwTWFq,https://open.spotify.com/track/6iWMI5oOhWrDbLbjmwTWFq,1989 (Deluxe Edition),D#,major,D# major
You Belong With Me,you re on the phone with your girlfriend she s upset she s going off about something that you said cause she doesn t get your humor like i do i m in the room it s a typical tuesday night i m listening to the kind of music she doesn t like and she ll never know your story like i do but she wears short skirts i wear t shirts she s cheer captain and i m on the bleachers dreaming bout the day when you wake up and find that what you re looking for has been here the whole time if you could see that i m the one who understands you been here all along so why can t you see you belong with me you belong with me walking the streets with you and your worn out jeans i can t help thinking this is how it ought to be laughing on a park bench thinking to myself hey isn t this easy and you ve got a smile that could light up this whole town i haven t seen it in a while since she brought you down you say you re fine i know you better than that hey whatcha doing with a girl like that she wears high heels i wear sneakers she s cheer captain and i m on the bleachers dreaming bout the day when you wake up and find that what you re looking for has been here the whole time if you could see that i m the one who understands you been here all along so why can t you see you belong with me standing by and waiting at your back door all this time how could you not know baby you belong with me you belong with me oh i remember you driving to my house in the middle of the night i m the one who makes you laugh when you know you re bout to cry and i know your favorite songs and you tell me bout your dreams think i know where you belong think i know it s with me can t you see that i m the one who understands you been here all along so why can t you see you belong with me standing by and waiting at your back door all this time how could you not know baby you belong with me you belong with me you belong with me have you ever thought just maybe you belong with me you belong with me,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-5,0.112,0.445,129.964,4kgTdThcDHfuDS2kKxB7Lc,https://api.spotify.com/v1/audio-analysis/4kgTdThcDHfuDS2kKxB7Lc,4,,,1,231146,FALSE,https://api.spotify.com/v1/tracks/4kgTdThcDHfuDS2kKxB7Lc,FALSE,NA,12,track,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,https://open.spotify.com/track/4kgTdThcDHfuDS2kKxB7Lc,Fearless (Platinum Edition),F#,major,F# major
You Need To Calm Down,you are somebody that i don t know but you re takin shots at me like it s patrón and i m just like damn it s 7 am say it in the street that s a knock out but you say it in a tweet that s a cop out and i m just like hey are you okay and i ain t tryna mess with your self expression but i ve learned a lesson that stressin and obsessin bout somebody else is no fun and snakes and stones never broke my bones so oh oh oh oh oh oh oh oh oh oh you need to calm down you re being too loud and i m just like oh oh oh oh oh oh oh oh oh oh oh you need to just stop like can you just not step on my gown you need to calm down you are somebody that we don t know but you re comin at my friends like a missile why are you mad when you could be glaad you could be glaad sunshine on the street at the parade but you would rather be in the dark ages makin that sign must ve taken all night you just need to take several seats and then try to restore the peace and control your urges to scream about all the people you hate cause shade never made anybody less gay so oh oh oh oh oh oh oh oh oh oh you need to calm down you re being too loud and i m just like oh oh oh oh oh oh oh oh oh oh oh you need to just stop like can you just not step on his gown you need to calm down and we see you over there on the internet comparing all the girls who are killing it but we figured you out we all know now we all got crowns you need to calm down oh oh oh oh oh oh oh oh oh oh you need to calm down you need to calm down you re being too loud you re being too loud and i m just like oh oh oh oh oh oh oh oh oh oh oh you need to just stop can you stop like can you just not step on our gowns you need to calm down,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1NAmidJlEaVgA3MpcPFYGq,album,,2019-08-23,2019,day,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,4,,,1,171360,FALSE,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,FALSE,NA,14,track,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,Lover,D,major,D major
Snow On The Beach (feat. Lana Del Rey),NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.659,0.323,9,-13.425,1,0.0436,0.735,0.00321,0.116,0.154,110.007,6ADDIJxxqzM9LMpm78yzQG,https://api.spotify.com/v1/audio-analysis/6ADDIJxxqzM9LMpm78yzQG,4,,,1,256124,TRUE,https://api.spotify.com/v1/tracks/6ADDIJxxqzM9LMpm78yzQG,FALSE,NA,4,track,spotify:track:6ADDIJxxqzM9LMpm78yzQG,https://open.spotify.com/track/6ADDIJxxqzM9LMpm78yzQG,Midnights (3am Edition),A,major,A major
"You're On Your Own, Kid",NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.694,0.38,2,-10.307,1,0.0614,0.416,8.47e-6,0.126,0.376,120.044,7gVWKBcfIW93YxNBi3ApIE,https://api.spotify.com/v1/audio-analysis/7gVWKBcfIW93YxNBi3ApIE,4,,,1,194206,FALSE,https://api.spotify.com/v1/tracks/7gVWKBcfIW93YxNBi3ApIE,FALSE,NA,5,track,spotify:track:7gVWKBcfIW93YxNBi3ApIE,https://open.spotify.com/track/7gVWKBcfIW93YxNBi3ApIE,Midnights (3am Edition),D,major,D major
"Would've, Could've, Should've",NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.483,0.84,7,-6.508,1,0.119,0.43,5.75e-4,0.146,0.55,157.979,0aV5uARAknQgYhBaK944FP,https://api.spotify.com/v1/audio-analysis/0aV5uARAknQgYhBaK944FP,4,,,1,260361,FALSE,https://api.spotify.com/v1/tracks/0aV5uARAknQgYhBaK944FP,FALSE,NA,19,track,spotify:track:0aV5uARAknQgYhBaK944FP,https://open.spotify.com/track/0aV5uARAknQgYhBaK944FP,Midnights (3am Edition),G,major,G major
willow,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,2gVhfX2Gy1T9kDuS9azrF7,https://api.spotify.com/v1/audio-analysis/2gVhfX2Gy1T9kDuS9azrF7,4,,,1,214706,FALSE,https://api.spotify.com/v1/tracks/2gVhfX2Gy1T9kDuS9azrF7,FALSE,NA,1,track,spotify:track:2gVhfX2Gy1T9kDuS9azrF7,https://open.spotify.com/track/2gVhfX2Gy1T9kDuS9azrF7,evermore (deluxe version),G,major,G major
champagne problems,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,1gcyHQpBQ1lfXGdhZmWrHP,https://api.spotify.com/v1/audio-analysis/1gcyHQpBQ1lfXGdhZmWrHP,4,,,1,244000,TRUE,https://api.spotify.com/v1/tracks/1gcyHQpBQ1lfXGdhZmWrHP,FALSE,NA,2,track,spotify:track:1gcyHQpBQ1lfXGdhZmWrHP,https://open.spotify.com/track/1gcyHQpBQ1lfXGdhZmWrHP,evermore (deluxe version),C,major,C major
